"NPI","Resource ID","Name","References List"
"9995233261","PractitionerRole/vhdir-practitionerrole-9995233261-3","Rich Reichert","HPID090000"
"9993011228","PractitionerRole/vhdir-practitionerrole-9993011228-0","Sharee Dickinson","9997659264"
"9993011228","PractitionerRole/vhdir-practitionerrole-9993011228-1","Sharee Dickinson","HPID020000"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-0","Alberto Carreón","9998864828"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-1","Alberto Carreón","9991892344"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-2","Alberto Carreón","9992307530"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-3","Alberto Carreón","HPID020000"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-4","Alberto Carreón","HPID030000"
"9995031354","PractitionerRole/vhdir-practitionerrole-9995031354-0","Eddy Erdman","9997659264"
"9995031354","PractitionerRole/vhdir-practitionerrole-9995031354-1","Eddy Erdman","9994427431"
"9995031354","PractitionerRole/vhdir-practitionerrole-9995031354-2","Eddy Erdman","HPID010000"
"9993011145","PractitionerRole/vhdir-practitionerrole-9993011145-0","Lupe Spinka","9999177926"
"9993011145","PractitionerRole/vhdir-practitionerrole-9993011145-1","Lupe Spinka","HPID040000"
"9994920121","PractitionerRole/vhdir-practitionerrole-9994920121-0","Rey Gorczany","9992607537"
"9994920121","PractitionerRole/vhdir-practitionerrole-9994920121-1","Rey Gorczany","9994723478"
"9994920121","PractitionerRole/vhdir-practitionerrole-9994920121-2","Rey Gorczany","HPID030000"
"9992304172","PractitionerRole/vhdir-practitionerrole-9992304172-0","Eric Connelly","9991692366"
"9992304172","PractitionerRole/vhdir-practitionerrole-9992304172-1","Eric Connelly","9991892344"
"9992304172","PractitionerRole/vhdir-practitionerrole-9992304172-2","Eric Connelly","HPID010000"
"9992304172","PractitionerRole/vhdir-practitionerrole-9992304172-3","Eric Connelly","HPID030000"
"9996243557","PractitionerRole/vhdir-practitionerrole-9996243557-0","Kirk Quitzon","9992607537"
"9996243557","PractitionerRole/vhdir-practitionerrole-9996243557-1","Kirk Quitzon","9994723478"
"9996243557","PractitionerRole/vhdir-practitionerrole-9996243557-2","Kirk Quitzon","HPID020000"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-0","David Mosciski","9998269624"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-1","David Mosciski","9992006923"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-2","David Mosciski","9999177926"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-3","David Mosciski","HPID060000"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-0","Henry Torp","9998269624"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-1","Henry Torp","9992006923"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-2","Henry Torp","HPID040000"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-3","Henry Torp","HPID060000"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-4","Henry Torp","HPID050000"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-0","Catalina Grijalva","9995935572"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-1","Catalina Grijalva","9998962430"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-2","Catalina Grijalva","9994723478"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-3","Catalina Grijalva","HPID010000"
"9994526172","PractitionerRole/vhdir-practitionerrole-9994526172-0","Jutta Jakubowski","9997552602"
"9994526172","PractitionerRole/vhdir-practitionerrole-9994526172-1","Jutta Jakubowski","HPID010000"
"9994526172","PractitionerRole/vhdir-practitionerrole-9994526172-2","Jutta Jakubowski","HPID020000"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-0","Foster Ondricka","9998864828"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-1","Foster Ondricka","9991892344"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-2","Foster Ondricka","HPID030000"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-3","Foster Ondricka","HPID010000"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-4","Foster Ondricka","HPID020000"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-0","Domingo Jakubowski","9999177926"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-1","Domingo Jakubowski","9995338232"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-2","Domingo Jakubowski","HPID050000"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-3","Domingo Jakubowski","HPID060000"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-4","Domingo Jakubowski","HPID040000"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-0","Clemente Márquez","9992006923"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-1","Clemente Márquez","9998269624"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-2","Clemente Márquez","9999177926"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-3","Clemente Márquez","HPID050000"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-4","Clemente Márquez","HPID060000"
"9996142504","PractitionerRole/vhdir-practitionerrole-9996142504-0","Doug Walker","9998962430"
"9996142504","PractitionerRole/vhdir-practitionerrole-9996142504-1","Doug Walker","HPID010000"
"9991697050","PractitionerRole/vhdir-practitionerrole-9991697050-0","Scot Windler","9995935572"
"9991697050","PractitionerRole/vhdir-practitionerrole-9991697050-1","Scot Windler","HPID020000"
"9991697050","PractitionerRole/vhdir-practitionerrole-9991697050-2","Scot Windler","HPID010000"
"9991697050","PractitionerRole/vhdir-practitionerrole-9991697050-3","Scot Windler","HPID030000"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-0","Sybil Paucek","9994427431"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-1","Sybil Paucek","HPID030000"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-2","Sybil Paucek","HPID020000"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-3","Sybil Paucek","HPID010000"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-0","Graciela Roybal","9992006923"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-1","Graciela Roybal","9998269624"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-2","Graciela Roybal","HPID060000"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-3","Graciela Roybal","HPID050000"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-4","Graciela Roybal","HPID040000"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-0","Deadra Crist","9998269624"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-1","Deadra Crist","9992006923"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-2","Deadra Crist","HPID050000"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-3","Deadra Crist","HPID040000"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-4","Deadra Crist","HPID060000"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-0","Jackson Hermann","9998962430"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-1","Jackson Hermann","9994723478"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-2","Jackson Hermann","HPID010000"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-0","Janeth Bayer","9998269624"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-1","Janeth Bayer","9992006923"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-2","Janeth Bayer","9999177926"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-3","Janeth Bayer","HPID040000"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-4","Janeth Bayer","HPID050000"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-0","Rosalee Nader","9997659264"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-1","Rosalee Nader","9994427431"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-2","Rosalee Nader","9995630533"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-3","Rosalee Nader","HPID010000"
"9996243474","PractitionerRole/vhdir-practitionerrole-9996243474-0","Raúl Aguilera","9999177926"
"9996243474","PractitionerRole/vhdir-practitionerrole-9996243474-1","Raúl Aguilera","9995338232"
"9996243474","PractitionerRole/vhdir-practitionerrole-9996243474-2","Raúl Aguilera","9995131442"
"9996243474","PractitionerRole/vhdir-practitionerrole-9996243474-3","Raúl Aguilera","HPID050000"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-0","Mauro Cassin","9997659264"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-1","Mauro Cassin","9994427431"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-2","Mauro Cassin","9995630533"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-3","Mauro Cassin","HPID030000"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-4","Mauro Cassin","HPID020000"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-5","Mauro Cassin","HPID010000"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-0","Ernesto Henríquez","9992006923"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-1","Ernesto Henríquez","9998269624"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-2","Ernesto Henríquez","9999177926"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-3","Ernesto Henríquez","HPID040000"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-4","Ernesto Henríquez","HPID050000"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-5","Ernesto Henríquez","HPID060000"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-0","Lazaro Wiza","9998269624"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-1","Lazaro Wiza","9992006923"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-2","Lazaro Wiza","HPID060000"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-0","María Elena Chacón","9998269624"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-1","María Elena Chacón","HPID060000"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-2","María Elena Chacón","HPID050000"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-3","María Elena Chacón","HPID040000"
"9997556587","PractitionerRole/vhdir-practitionerrole-9997556587-0","Arnoldo Nikolaus","9991396014"
"9997556587","PractitionerRole/vhdir-practitionerrole-9997556587-1","Arnoldo Nikolaus","9996245255"
"9997556587","PractitionerRole/vhdir-practitionerrole-9997556587-2","Arnoldo Nikolaus","HPID020000"
"9991798906","PractitionerRole/vhdir-practitionerrole-9991798906-0","Cher Barrows","9998962430"
"9991798906","PractitionerRole/vhdir-practitionerrole-9991798906-1","Cher Barrows","HPID030000"
"9991798906","PractitionerRole/vhdir-practitionerrole-9991798906-2","Cher Barrows","HPID010000"
"9991798906","PractitionerRole/vhdir-practitionerrole-9991798906-3","Cher Barrows","HPID020000"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-0","Carlota Rangel","9998269624"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-1","Carlota Rangel","9992006923"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-2","Carlota Rangel","HPID040000"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-3","Carlota Rangel","HPID050000"
"9997859515","PractitionerRole/vhdir-practitionerrole-9997859515-0","Hoyt Heathcote","9998762106"
"9997859515","PractitionerRole/vhdir-practitionerrole-9997859515-1","Hoyt Heathcote","HPID090000"
"9997859515","PractitionerRole/vhdir-practitionerrole-9997859515-2","Hoyt Heathcote","HPID080000"
