"NPI","Resource ID","Name","References List"
"jarteaga19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994722074","José Arteaga, M.D."
"bthiel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997355729","Brad Thiel, M.D."
"mtreviño19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996943806","Mateo Treviño, M.D."
"akilback19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995737468","Almeta Kilback, MD"
"dbashirian19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998064011","Dominic Bashirian, M.D."
"dsteuber19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993116686","Duncan Steuber, DC"
"lkuhlman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998969708","Lucio Kuhlman, MD"
"csimonis19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999379659","Cyndi Simonis, PT, DPT"
"vhernádez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999979804","Víctor Hernádez, MD"
"jd'amore19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991397327","Jamar D'Amore, M.D."
"hguzmán19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997054998","Hugo Guzmán, D.M.D"
"cgulgowski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997454652","Camille Gulgowski, PH.D."
"creyna19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992600573","Clemente Reyna, PT"
"rgrant19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992208921","Rolando Grant, MD"
"jávalos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995135781","Jorge Ávalos, O.D."
"swalker19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997559052","Sheri Walker, D.D.S."
"gframi19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999676876","Gladys Frami, M.D."
"amcglynn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995935291","Adam McGlynn, MD"
"lharvey19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998862046","Lester Harvey, MD"
"salanis19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999777888","Salvador Alanis, MD"
"mcremin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994721795","Margarito Cremin, DMD"
"alozano19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993016953","Ariadna Lozano, NP"
"rbergnaum19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997959610","Raleigh Bergnaum, MD"
"lhalvorson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992206503","Lindsay Halvorson, MD"
"owolff19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993414266","Olen Wolff, MD"
"malfaro19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997258371","Magdalena Alfaro, MD"
"cpurdy19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996447864","Chase Purdy, MD"
"stromp19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997651055","Shellie Tromp, MSPT, DPT"
"ekohler19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999979820","Edna Kohler, MD"
"rmiller19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994824804","Rubie Miller, M.D."
"lrice19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995535486","Lou Rice, MD"
"amcglynn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991598409","Aron McGlynn, DPM"
"skuhlman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998662407","Sonny Kuhlman, MD"
"mbuckridge19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996844220","Mariano Buckridge, MD"
"dgrant19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990484976","Deon Grant, MD"
"lwisoky19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992801509","Luther Wisoky, M.D."
"dmartínez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996848528","Diana Martínez, MD"
"ahaag19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996245933","Andera Haag, C.N.M."
"lzelaya19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991696003","Lorenzo Zelaya, MD"
"jabrego19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992808124","Juan Abrego, M.D."
"rontiveros19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992106572","Raúl Ontiveros, M.D."
"rboehm19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999578256","Robbie Boehm, MD"
"rjakubowski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998363770","Ricardo Jakubowski, MD"
"fsantana19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999679268","Fernando Santana, M.D."
"gcrespo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998469195","Guillermina Crespo, MD"
"gkoepp19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995339917","Gerard Koepp, MD"
"leichmann19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997656617","Luise Eichmann, MD"
"rbeer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992407536","Reinaldo Beer, M.D."
"tpabón19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998167432","Timoteo Pabón, M.D."
"rleuschke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999378289","Rosalva Leuschke, CCC-A"
"hcandelaria19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993316620","Hugo Candelaria, M.D."
"lratke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999579205","Launa Ratke, M.D."
"jbétancourt19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990282094","Jorge Luis Bétancourt, MD"
"fboyle19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998467132","Floyd Boyle, M.D."
"osmitham19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991397483","Omer Smitham, M.D."
"eherzog19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995639740","Elwood Herzog, D.O."
"bboehm19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999678948","Brent Boehm, D.M.D., CAGS"
"jmondragón19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992904624","Joaquín Mondragón, MD"
"rgreenfelder19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990589301","Ramiro Greenfelder, MD"
"mschulist19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997852031","Margarito Schulist, MD"
"mlubowitz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991094459","Marlena Lubowitz, M.D."
"mgleason19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996147214","Mattie Gleason, M.D."
"edelarosa19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997454611","Elsa Delarosa, MD"
"ghilpert19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995438881","Gordon Hilpert, O.D."
"vconroy19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998467199","Vince Conroy, M.D."
"rgerlach19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992701502","Robbie Gerlach, M.D."
"tschamberger19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993114632","Tamela Schamberger, C.N.M."
"astroman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999175243","Adolfo Stroman, MD, MMM"
"bcarroll19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990085400","Broderick Carroll, M.D."
"gávalos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996548941","Gabriela Ávalos, N.P."
"tdeckow19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997959792","Ty Deckow, D.D.S."
"jokuneva19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990882305","Jermaine Okuneva, DPM"
"chirthe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997651162","Chasity Hirthe, CRNA"
"lterry19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991296431","Lowell Terry, M.D."
"pconroy19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993013695","Paris Conroy, DPT, CSCS"
"sankunding19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994125727","Sergio Ankunding, M.D."
"cchristiansen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999575799","Chet Christiansen, R.PH."
"balmaraz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991193184","Barbara Almaraz, NP"
"cwolf19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997659132","Curt Wolf, D.C."
"cgurule19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992509545","Caridad Gurule, FNP"
"fvalles19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996045022","Felipe Valles, M.D."
"jlindgren19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994326809","Juanita Lindgren, NP"
"jfranecki19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999878859","Jed Franecki, MD"
"msánchez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996741963","Mateo Sánchez, M.D."
"pbeier19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994722884","Pete Beier, MD"
"ywolff19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995430102","Yuki Wolff, NP"
"ehauck19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998161781","Edward Hauck, MD"
"dcollins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996843941","Dewey Collins, M.D."
"fmckenzie19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996743209","Felix McKenzie, MD"
"mmueller19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997555639","Mervin Mueller, DDS"
"gconsidine19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997752034","Garnet Considine, MD"
"vcardona19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993510756","Verónica Cardona, M.D."
"ntromp19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990782324","Nakita Tromp, DDS"
"lfadel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998868761","Leo Fadel, MD"
"lcollins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999171812","Loren Collins, MD"
"bsatterfield19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990181876","Byron Satterfield, MD"
"wgrant19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990385092","Wilmer Grant, D.O."
"gullrich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992400911","Gordon Ullrich, M.D."
"cokuneva19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992101110","Casey Okuneva, MD"
"hemmerich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993611826","Hosea Emmerich, MD, MPH"
"jrice19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997757678","James Rice, M.D."
"rzboncak19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999872233","Randall Zboncak, D.D.S."
"mhaag19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990883535","Monroe Haag, MD"
"lmante19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998161732","Lee Mante, M.D."
"ngreen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991993447","Nicholas Green, MD"
"apartida19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995439095","Alicia Partida, PA-C"
"swintheiser19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997050640","Shawn Wintheiser, M.D."
"gacevedo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991898150","Gabriel Acevedo, DPM"
"msantana19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993913649","Mónica Santana, MSW"
"dkulas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996247160","Dalton Kulas, MD"
"elesch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995832821","Elza Lesch, MD"
"lmacías19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990883527","Leticia Macías, M.D."
"oheidenreich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990388419","Ocie Heidenreich, M.D."
"iveum19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991399745","Ivey Veum, P.T."
"esanford19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997959776","Ellis Sanford, M.D."
"agusikowski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994720904","Aleen Gusikowski, M.D."
"eo'conner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992707269","Ernie O'Conner, MD"
"bernser19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996641025","Burt Ernser, MD"
"hhalvorson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991992605","Heather Halvorson, LICSW"
"gsawayn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995535544","Graig Sawayn, OD"
"bmcclure19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995035066","Brenton McClure, M.D."
"rrobles19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991699668","Rafael Robles, M.D."
"shills19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996141480","Sidney Hills, D.C."
"lmckenzie19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993318899","Lavone McKenzie, M.D."
"lalarcón19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994528954","Laura Alarcón, M.D."
"rmayer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995232396","Renato Mayer, D.M.D."
"cdaniel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992801780","Camie Daniel, M.D."
"mhermann19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991691624","Minda Hermann, PA-C"
"nschmeler19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997852130","Nicholas Schmeler, D.C."
"mrice19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996848643","Marlon Rice, M.D."
"bcremin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993215841","Brant Cremin, M.D."
"jlucero19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997353799","José Luis Lucero, M.D."
"adickinson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998065364","Alvin Dickinson, MD"
"cjakubowski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990084452","Cornelia Jakubowski, ANP"
"ffranecki19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998467355","Flor Franecki, M.D."
"khilpert19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992207774","Kenneth Hilpert, MD"
"gheredia19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999174410","Gregorio Heredia, M.D."
"mschoen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999478368","Mohamed Schoen, MD"
"tnicolas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991090119","Teodoro Nicolas, M.D."
"bweber19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991692598","Bessie Weber, O.D."
"adelgadillo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995731032","Adriana Delgadillo, M.D."
"ecortez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995939533","Emilio Cortez, MD"
"qlynch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990985668","Quinn Lynch, P.T."
"malarcón19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998166335","Margarita Alarcón, MD"
"nwilderman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992905944","Noah Wilderman, MD"
"ygoyette19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992105749","Yesenia Goyette, N.P."
"hotero19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999470696","Homero Otero, PTA"
"ao'kon19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997751200","Anthony O'Kon, N.P."
"hbashirian19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999670499","Harmony Bashirian, DMD"
"gvaldivia19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991297710","Gustavo Valdivia, M.D."
"mbecerra19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994227000","Mariana Becerra, C.R.N.A."
"cjohnston19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999772558","Carissa Johnston, CRNA"
"lrunolfsdottir19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991893763","Lawrence Runolfsdottir, MD"
"cstroman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996643922","Cassey Stroman, PH.D."
"lolivas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992406678","Lilia Olivas, AU.D., CCC-A"
"bguerra19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999971314","Benjamín Guerra, MD"
"gzambrano19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996047960","Graciela Zambrano, LCSW"
"rpouros19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992901604","Raphael Pouros, M.D."
"dlind19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994325827","Dominick Lind, MD"
"smcdermott19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998269251","Shannon McDermott, M.D."
"mritchie19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992108552","Mariam Ritchie, PT"
"alozada19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996744900","Adela Lozada, PT"
"gkuhn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999974102","Glen Kuhn, MD"
"gstiedemann19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992002740","Gil Stiedemann, MD"
"tblanda19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999572291","Tracey Blanda, MD, MPH"
"thansen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993613772","Tomika Hansen, PT"
"rcarter19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995138918","Rivka Carter, PHARM.D., BCPS"
"ljerde19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997459941","Latina Jerde, MD"
"elockman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998567434","Edwardo Lockman, M.D."
"trubio19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997754170","Timoteo Rubio, M.D."
"sgleichner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996146810","Samuel Gleichner, MD"
"lkuhic19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995037906","Lashaunda Kuhic, M.D."
"rhernandes19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998560991","Ramón Hernandes, None"
"pgislason19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996249000","Phillip Gislason, MD"
"ttillman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993310797","Ty Tillman, MD"
"jkassulke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995136797","Justa Kassulke, RD"
"salaniz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990188376","Sancho Alaniz, PH.D."
"mhuel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990784536","Marcus Huel, M.D."
"jgaitán19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998062486","Javier Gaitán, DMD"
"mhackett19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996641835","Marleen Hackett, MD"
"jrowe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997056043","Jeffie Rowe, M.D."
"jsauer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993914563","Jordon Sauer, MD"
"jbáez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994320984","Juan Carlos Báez, M.D."
"dcasillas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990783348","Débora Casillas, MD"
"nboyer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991799748","Napoleon Boyer, M.D."
"emiramontes19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999779520","Emilio Miramontes, O.D."
"shills19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997359275","Shawn Hills, M.D."
"nbarrows19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994723593","Nancy Barrows, PA-C"
"smoen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995931167","Shenna Moen, M.D."
"jheidenreich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991894399","Jacques Heidenreich, M.D."
"do'conner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998268360","Dagmar O'Conner, M.D."
"llarson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995530719","Loria Larson, MD"
"jrussel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991498065","Johnnie Russel, M.D."
"mhessel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999278136","Mandie Hessel, D.O."
"lsawayn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998365221","Logan Sawayn, OD"
"kklein19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990389565","Kelley Klein, MD"
"eruecker19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990187212","Eliseo Ruecker, MD"
"jalanis19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995236447","Julio César Alanis, MD"
"nrussel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991095365","Nicolas Russel, M.D."
"ehand19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998562385","Esta Hand, O.D."
"gmayert19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998469005","Gregg Mayert, D.C."
"sroob19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991996614","Shawanda Roob, MD"
"hschmidt19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994420634","Horace Schmidt, M.D."
"rbins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991499394","Reinaldo Bins, DMD"
"hbañuelos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997759294","Hugo Bañuelos, MD"
"tvillalobos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992803430","Timoteo Villalobos, MD"
"adouglas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990682245","Andy Douglas, NP"
"fherman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994024518","Foster Herman, DPM"
"ngibson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998466324","Nestor Gibson, MD"
"jschuppe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994923364","Jim Schuppe, M.D."
"adaniel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990385514","Apryl Daniel, DPM"
"rhagenes19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996143197","Roger Hagenes, P.T."
"astamm19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998466316","Abel Stamm, MD"
