"NPI","Resource ID","Name","References List"
"vhdir-practitioner-9999072442-1","VerificationResult/vhdir-practitioner-9999072442-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999072442/_history/3"
"vhdir-practitioner-9999178346-2","VerificationResult/vhdir-practitioner-9999178346-2",""
"vhdir-practitioner-9999178346-1","VerificationResult/vhdir-practitioner-9999178346-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999178346/_history/3"
"vhdir-practitioner-9994729913-2","VerificationResult/vhdir-practitioner-9994729913-2",""
"vhdir-practitioner-9996744900-2","VerificationResult/vhdir-practitioner-9996744900-2",""
"vhdir-practitioner-9994729913-1","VerificationResult/vhdir-practitioner-9994729913-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994729913/_history/3"
"vhdir-practitioner-9990087430-2","VerificationResult/vhdir-practitioner-9990087430-2",""
"vhdir-practitioner-9996744900-1","VerificationResult/vhdir-practitioner-9996744900-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996744900/_history/3"
"vhdir-practitioner-9990087430-1","VerificationResult/vhdir-practitioner-9990087430-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990087430/_history/3"
"vhdir-practitioner-9999974102-2","VerificationResult/vhdir-practitioner-9999974102-2",""
"vhdir-practitioner-9992002740-2","VerificationResult/vhdir-practitioner-9992002740-2",""
"vhdir-practitioner-9994229840-2","VerificationResult/vhdir-practitioner-9994229840-2",""
"vhdir-practitioner-9999974102-1","VerificationResult/vhdir-practitioner-9999974102-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999974102/_history/3"
"vhdir-practitioner-9991895503-2","VerificationResult/vhdir-practitioner-9991895503-2",""
"vhdir-practitioner-9999572291-2","VerificationResult/vhdir-practitioner-9999572291-2",""
"vhdir-practitioner-9992002740-1","VerificationResult/vhdir-practitioner-9992002740-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9992002740/_history/3"
"vhdir-practitioner-9994229840-1","VerificationResult/vhdir-practitioner-9994229840-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994229840/_history/3"
"vhdir-practitioner-9991895503-1","VerificationResult/vhdir-practitioner-9991895503-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991895503/_history/3"
"vhdir-practitioner-9999572291-1","VerificationResult/vhdir-practitioner-9999572291-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999572291/_history/3"
"vhdir-practitioner-9993712580-2","VerificationResult/vhdir-practitioner-9993712580-2",""
"vhdir-practitioner-9993712580-1","VerificationResult/vhdir-practitioner-9993712580-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993712580/_history/3"
"vhdir-practitioner-9999176068-2","VerificationResult/vhdir-practitioner-9999176068-2",""
"vhdir-practitioner-9995931035-2","VerificationResult/vhdir-practitioner-9995931035-2",""
"vhdir-practitioner-9999176068-1","VerificationResult/vhdir-practitioner-9999176068-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999176068/_history/3"
"vhdir-practitioner-9993613772-2","VerificationResult/vhdir-practitioner-9993613772-2",""
"vhdir-practitioner-9995138918-2","VerificationResult/vhdir-practitioner-9995138918-2",""
"vhdir-practitioner-9993613772-1","VerificationResult/vhdir-practitioner-9993613772-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993613772/_history/3"
"vhdir-practitioner-9995931035-1","VerificationResult/vhdir-practitioner-9995931035-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995931035/_history/3"
"vhdir-practitioner-9996540708-2","VerificationResult/vhdir-practitioner-9996540708-2",""
"vhdir-practitioner-9997459941-2","VerificationResult/vhdir-practitioner-9997459941-2",""
"vhdir-practitioner-9995138918-1","VerificationResult/vhdir-practitioner-9995138918-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995138918/_history/3"
"vhdir-practitioner-9996540708-1","VerificationResult/vhdir-practitioner-9996540708-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996540708/_history/3"
"vhdir-practitioner-9997459941-1","VerificationResult/vhdir-practitioner-9997459941-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997459941/_history/3"
"vhdir-practitioner-9997951203-2","VerificationResult/vhdir-practitioner-9997951203-2",""
"vhdir-practitioner-9998865288-2","VerificationResult/vhdir-practitioner-9998865288-2",""
"vhdir-practitioner-9995936992-2","VerificationResult/vhdir-practitioner-9995936992-2",""
"vhdir-practitioner-9997951203-1","VerificationResult/vhdir-practitioner-9997951203-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997951203/_history/3"
"vhdir-practitioner-9991297322-2","VerificationResult/vhdir-practitioner-9991297322-2",""
"vhdir-practitioner-9997651816-2","VerificationResult/vhdir-practitioner-9997651816-2",""
"vhdir-practitioner-9998865288-1","VerificationResult/vhdir-practitioner-9998865288-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998865288/_history/3"
"vhdir-practitioner-9995936992-1","VerificationResult/vhdir-practitioner-9995936992-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995936992/_history/3"
"vhdir-practitioner-9991297322-1","VerificationResult/vhdir-practitioner-9991297322-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991297322/_history/3"
"vhdir-practitioner-9997651816-1","VerificationResult/vhdir-practitioner-9997651816-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997651816/_history/3"
"vhdir-practitioner-9998567434-2","VerificationResult/vhdir-practitioner-9998567434-2",""
"vhdir-practitioner-9994229808-2","VerificationResult/vhdir-practitioner-9994229808-2",""
"vhdir-practitioner-9994924693-2","VerificationResult/vhdir-practitioner-9994924693-2",""
"vhdir-practitioner-9998567434-1","VerificationResult/vhdir-practitioner-9998567434-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998567434/_history/3"
"vhdir-practitioner-9994229808-1","VerificationResult/vhdir-practitioner-9994229808-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994229808/_history/3"
"vhdir-practitioner-9997754170-2","VerificationResult/vhdir-practitioner-9997754170-2",""
"vhdir-practitioner-9994924693-1","VerificationResult/vhdir-practitioner-9994924693-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994924693/_history/3"
"vhdir-practitioner-9996742722-2","VerificationResult/vhdir-practitioner-9996742722-2",""
"vhdir-practitioner-9997754170-1","VerificationResult/vhdir-practitioner-9997754170-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997754170/_history/3"
"vhdir-practitioner-9996742722-1","VerificationResult/vhdir-practitioner-9996742722-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996742722/_history/3"
"vhdir-practitioner-9996744041-2","VerificationResult/vhdir-practitioner-9996744041-2",""
"vhdir-practitioner-9991395719-2","VerificationResult/vhdir-practitioner-9991395719-2",""
"vhdir-practitioner-9996146810-2","VerificationResult/vhdir-practitioner-9996146810-2",""
"vhdir-practitioner-9991395719-1","VerificationResult/vhdir-practitioner-9991395719-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991395719/_history/3"
"vhdir-practitioner-9996744041-1","VerificationResult/vhdir-practitioner-9996744041-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996744041/_history/3"
"vhdir-practitioner-9996146810-1","VerificationResult/vhdir-practitioner-9996146810-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996146810/_history/3"
"vhdir-practitioner-9992904335-2","VerificationResult/vhdir-practitioner-9992904335-2",""
"vhdir-practitioner-9995037906-2","VerificationResult/vhdir-practitioner-9995037906-2",""
"vhdir-practitioner-9992904335-1","VerificationResult/vhdir-practitioner-9992904335-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9992904335/_history/3"
"vhdir-practitioner-9993310797-2","VerificationResult/vhdir-practitioner-9993310797-2",""
"vhdir-practitioner-9995037906-1","VerificationResult/vhdir-practitioner-9995037906-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995037906/_history/3"
"vhdir-practitioner-9997052380-2","VerificationResult/vhdir-practitioner-9997052380-2",""
"vhdir-practitioner-9996540849-2","VerificationResult/vhdir-practitioner-9996540849-2",""
"vhdir-practitioner-9993310797-1","VerificationResult/vhdir-practitioner-9993310797-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993310797/_history/3"
"vhdir-practitioner-9998560991-2","VerificationResult/vhdir-practitioner-9998560991-2",""
"vhdir-practitioner-9996540849-1","VerificationResult/vhdir-practitioner-9996540849-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996540849/_history/3"
"vhdir-practitioner-9996249000-2","VerificationResult/vhdir-practitioner-9996249000-2",""
"vhdir-practitioner-9998560991-1","VerificationResult/vhdir-practitioner-9998560991-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998560991/_history/3"
"vhdir-practitioner-9996249000-1","VerificationResult/vhdir-practitioner-9996249000-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996249000/_history/3"
"vhdir-practitioner-9997651998-2","VerificationResult/vhdir-practitioner-9997651998-2",""
"vhdir-practitioner-9997052380-1","VerificationResult/vhdir-practitioner-9997052380-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997052380/_history/3"
"vhdir-practitioner-9991693513-2","VerificationResult/vhdir-practitioner-9991693513-2",""
"vhdir-practitioner-9995136706-2","VerificationResult/vhdir-practitioner-9995136706-2",""
"vhdir-practitioner-9990481428-2","VerificationResult/vhdir-practitioner-9990481428-2",""
"vhdir-practitioner-9997651998-1","VerificationResult/vhdir-practitioner-9997651998-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997651998/_history/3"
"vhdir-practitioner-9991693513-1","VerificationResult/vhdir-practitioner-9991693513-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991693513/_history/3"
"vhdir-practitioner-9995136706-1","VerificationResult/vhdir-practitioner-9995136706-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995136706/_history/3"
"vhdir-practitioner-9990481428-1","VerificationResult/vhdir-practitioner-9990481428-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990481428/_history/3"
"vhdir-practitioner-9995335113-2","VerificationResult/vhdir-practitioner-9995335113-2",""
"vhdir-practitioner-9995136797-2","VerificationResult/vhdir-practitioner-9995136797-2",""
"vhdir-practitioner-9990188376-2","VerificationResult/vhdir-practitioner-9990188376-2",""
"vhdir-practitioner-9991690030-2","VerificationResult/vhdir-practitioner-9991690030-2",""
"vhdir-practitioner-9995335113-1","VerificationResult/vhdir-practitioner-9995335113-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995335113/_history/3"
"vhdir-practitioner-9990784536-2","VerificationResult/vhdir-practitioner-9990784536-2",""
"vhdir-practitioner-9995136797-1","VerificationResult/vhdir-practitioner-9995136797-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995136797/_history/3"
"vhdir-practitioner-9990188376-1","VerificationResult/vhdir-practitioner-9990188376-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990188376/_history/3"
"vhdir-practitioner-9991690030-1","VerificationResult/vhdir-practitioner-9991690030-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991690030/_history/3"
"vhdir-practitioner-9990784536-1","VerificationResult/vhdir-practitioner-9990784536-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990784536/_history/3"
"vhdir-practitioner-9998062486-2","VerificationResult/vhdir-practitioner-9998062486-2",""
"vhdir-practitioner-9996641835-2","VerificationResult/vhdir-practitioner-9996641835-2",""
"vhdir-practitioner-9998062486-1","VerificationResult/vhdir-practitioner-9998062486-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998062486/_history/3"
"vhdir-practitioner-9997056043-2","VerificationResult/vhdir-practitioner-9997056043-2",""
"vhdir-practitioner-9996641835-1","VerificationResult/vhdir-practitioner-9996641835-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996641835/_history/3"
"vhdir-practitioner-9993418218-2","VerificationResult/vhdir-practitioner-9993418218-2",""
"vhdir-practitioner-9991592600-2","VerificationResult/vhdir-practitioner-9991592600-2",""
"vhdir-practitioner-9997056043-1","VerificationResult/vhdir-practitioner-9997056043-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997056043/_history/3"
"vhdir-practitioner-9993418218-1","VerificationResult/vhdir-practitioner-9993418218-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993418218/_history/3"
"vhdir-practitioner-9991592600-1","VerificationResult/vhdir-practitioner-9991592600-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991592600/_history/3"
"vhdir-practitioner-9994426011-2","VerificationResult/vhdir-practitioner-9994426011-2",""
"vhdir-practitioner-9993914563-2","VerificationResult/vhdir-practitioner-9993914563-2",""
"vhdir-practitioner-9995430847-2","VerificationResult/vhdir-practitioner-9995430847-2",""
"vhdir-practitioner-9994327369-2","VerificationResult/vhdir-practitioner-9994327369-2",""
"vhdir-practitioner-9994426011-1","VerificationResult/vhdir-practitioner-9994426011-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994426011/_history/3"
"vhdir-practitioner-9995430847-1","VerificationResult/vhdir-practitioner-9995430847-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995430847/_history/3"
"vhdir-practitioner-9993914563-1","VerificationResult/vhdir-practitioner-9993914563-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993914563/_history/3"
"vhdir-practitioner-9994327369-1","VerificationResult/vhdir-practitioner-9994327369-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994327369/_history/3"
"vhdir-practitioner-9994320984-2","VerificationResult/vhdir-practitioner-9994320984-2",""
"vhdir-practitioner-9990783348-2","VerificationResult/vhdir-practitioner-9990783348-2",""
"vhdir-practitioner-9994320984-1","VerificationResult/vhdir-practitioner-9994320984-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994320984/_history/3"
"vhdir-practitioner-9998761884-2","VerificationResult/vhdir-practitioner-9998761884-2",""
"vhdir-practitioner-9991799748-2","VerificationResult/vhdir-practitioner-9991799748-2",""
"vhdir-practitioner-9990783348-1","VerificationResult/vhdir-practitioner-9990783348-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990783348/_history/3"
"vhdir-practitioner-9992409417-2","VerificationResult/vhdir-practitioner-9992409417-2",""
"vhdir-practitioner-9998761884-1","VerificationResult/vhdir-practitioner-9998761884-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998761884/_history/3"
"vhdir-practitioner-9991799748-1","VerificationResult/vhdir-practitioner-9991799748-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991799748/_history/3"
"vhdir-practitioner-9992409417-1","VerificationResult/vhdir-practitioner-9992409417-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9992409417/_history/3"
"vhdir-practitioner-9997359275-2","VerificationResult/vhdir-practitioner-9997359275-2",""
"vhdir-practitioner-9994723593-2","VerificationResult/vhdir-practitioner-9994723593-2",""
"vhdir-practitioner-9999779520-2","VerificationResult/vhdir-practitioner-9999779520-2",""
"vhdir-practitioner-9997751622-2","VerificationResult/vhdir-practitioner-9997751622-2",""
"vhdir-practitioner-9995237783-2","VerificationResult/vhdir-practitioner-9995237783-2",""
"vhdir-practitioner-9997359275-1","VerificationResult/vhdir-practitioner-9997359275-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997359275/_history/3"
"vhdir-practitioner-9999779520-1","VerificationResult/vhdir-practitioner-9999779520-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999779520/_history/3"
"vhdir-practitioner-9995237783-1","VerificationResult/vhdir-practitioner-9995237783-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995237783/_history/3"
"vhdir-practitioner-9994723593-1","VerificationResult/vhdir-practitioner-9994723593-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994723593/_history/3"
"vhdir-practitioner-9997751622-1","VerificationResult/vhdir-practitioner-9997751622-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997751622/_history/3"
"vhdir-practitioner-9998268360-2","VerificationResult/vhdir-practitioner-9998268360-2",""
"vhdir-practitioner-9995931167-2","VerificationResult/vhdir-practitioner-9995931167-2",""
"vhdir-practitioner-9995530719-2","VerificationResult/vhdir-practitioner-9995530719-2",""
"vhdir-practitioner-9991894399-2","VerificationResult/vhdir-practitioner-9991894399-2",""
"vhdir-practitioner-9991498065-2","VerificationResult/vhdir-practitioner-9991498065-2",""
"vhdir-practitioner-9995931167-1","VerificationResult/vhdir-practitioner-9995931167-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995931167/_history/3"
"vhdir-practitioner-9998268360-1","VerificationResult/vhdir-practitioner-9998268360-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998268360/_history/3"
"vhdir-practitioner-9991894399-1","VerificationResult/vhdir-practitioner-9991894399-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991894399/_history/3"
"vhdir-practitioner-9995530719-1","VerificationResult/vhdir-practitioner-9995530719-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995530719/_history/3"
"vhdir-practitioner-9991498065-1","VerificationResult/vhdir-practitioner-9991498065-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991498065/_history/3"
"vhdir-practitioner-9998365221-2","VerificationResult/vhdir-practitioner-9998365221-2",""
"vhdir-practitioner-9999278136-2","VerificationResult/vhdir-practitioner-9999278136-2",""
"vhdir-practitioner-9995733004-2","VerificationResult/vhdir-practitioner-9995733004-2",""
"vhdir-practitioner-9998365221-1","VerificationResult/vhdir-practitioner-9998365221-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998365221/_history/3"
"vhdir-practitioner-9999278136-1","VerificationResult/vhdir-practitioner-9999278136-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9999278136/_history/3"
"vhdir-practitioner-9998368092-2","VerificationResult/vhdir-practitioner-9998368092-2",""
"vhdir-practitioner-9995733004-1","VerificationResult/vhdir-practitioner-9995733004-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995733004/_history/3"
"vhdir-practitioner-9992307159-2","VerificationResult/vhdir-practitioner-9992307159-2",""
"vhdir-practitioner-9998368092-1","VerificationResult/vhdir-practitioner-9998368092-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998368092/_history/3"
"vhdir-practitioner-9992905407-2","VerificationResult/vhdir-practitioner-9992905407-2",""
"vhdir-practitioner-9992307159-1","VerificationResult/vhdir-practitioner-9992307159-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9992307159/_history/3"
"vhdir-practitioner-9990389565-2","VerificationResult/vhdir-practitioner-9990389565-2",""
"vhdir-practitioner-9994729863-2","VerificationResult/vhdir-practitioner-9994729863-2",""
"vhdir-practitioner-9992905407-1","VerificationResult/vhdir-practitioner-9992905407-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9992905407/_history/3"
"vhdir-practitioner-9990389565-1","VerificationResult/vhdir-practitioner-9990389565-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990389565/_history/3"
"vhdir-practitioner-9994729863-1","VerificationResult/vhdir-practitioner-9994729863-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994729863/_history/3"
"vhdir-practitioner-9990187212-2","VerificationResult/vhdir-practitioner-9990187212-2",""
"vhdir-practitioner-9991095365-2","VerificationResult/vhdir-practitioner-9991095365-2",""
"vhdir-practitioner-9995236447-2","VerificationResult/vhdir-practitioner-9995236447-2",""
"vhdir-practitioner-9998562385-2","VerificationResult/vhdir-practitioner-9998562385-2",""
"vhdir-practitioner-9990187212-1","VerificationResult/vhdir-practitioner-9990187212-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9990187212/_history/3"
"vhdir-practitioner-9995236447-1","VerificationResult/vhdir-practitioner-9995236447-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9995236447/_history/3"
"vhdir-practitioner-9991095365-1","VerificationResult/vhdir-practitioner-9991095365-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991095365/_history/3"
"vhdir-practitioner-9998562385-1","VerificationResult/vhdir-practitioner-9998562385-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998562385/_history/3"
"vhdir-practitioner-9991597641-2","VerificationResult/vhdir-practitioner-9991597641-2",""
"vhdir-practitioner-9994026604-2","VerificationResult/vhdir-practitioner-9994026604-2",""
"vhdir-practitioner-9996246543-2","VerificationResult/vhdir-practitioner-9996246543-2",""
"vhdir-practitioner-9994026604-1","VerificationResult/vhdir-practitioner-9994026604-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994026604/_history/3"
"vhdir-practitioner-9991597641-1","VerificationResult/vhdir-practitioner-9991597641-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9991597641/_history/3"
"vhdir-practitioner-9998469005-2","VerificationResult/vhdir-practitioner-9998469005-2",""
"vhdir-practitioner-9996246543-1","VerificationResult/vhdir-practitioner-9996246543-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996246543/_history/3"
"vhdir-practitioner-9994522973-2","VerificationResult/vhdir-practitioner-9994522973-2",""
"vhdir-practitioner-9998469005-1","VerificationResult/vhdir-practitioner-9998469005-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9998469005/_history/3"
"vhdir-practitioner-9993410546-2","VerificationResult/vhdir-practitioner-9993410546-2",""
"vhdir-practitioner-9994522973-1","VerificationResult/vhdir-practitioner-9994522973-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9994522973/_history/3"
"vhdir-practitioner-9996244142-2","VerificationResult/vhdir-practitioner-9996244142-2",""
"vhdir-practitioner-9997155637-2","VerificationResult/vhdir-practitioner-9997155637-2",""
"vhdir-practitioner-9993410546-1","VerificationResult/vhdir-practitioner-9993410546-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9993410546/_history/3"
"vhdir-practitioner-9997155637-1","VerificationResult/vhdir-practitioner-9997155637-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9997155637/_history/3"
"vhdir-practitioner-9996244142-1","VerificationResult/vhdir-practitioner-9996244142-1","http://vhdir-demo.azurewebsites.net/fhir/Practitioner/vhdir-practitioner-9996244142/_history/3"
"vhdir-practitioner-9994025663-2","VerificationResult/vhdir-practitioner-9994025663-2",""
"vhdir-practitioner-9991996614-2","VerificationResult/vhdir-practitioner-9991996614-2",""
"vhdir-practitioner-9990783264-2","VerificationResult/vhdir-practitioner-9990783264-2",""
"vhdir-practitioner-9998064722-2","VerificationResult/vhdir-practitioner-9998064722-2",""
