"NPI","Resource ID","Name","References List"
"9994526172","PractitionerRole/vhdir-practitionerrole-9994526172-2","Yasmine Kuhic","['9997552602', '9999774646', '9990789741']"
"9993516068","PractitionerRole/vhdir-practitionerrole-9993516068-0","Jae Satterfield","['9998864828']"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-0","Gregorio Villareal","['9999177926', '9995338232', '9995131442']"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-1","Gregorio Villareal","['9999177926', '9995338232', '9995131442']"
"9995233238","PractitionerRole/vhdir-practitionerrole-9995233238-2","Gregorio Villareal","['9999177926', '9995338232', '9995131442']"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-0","Jerrold Fritsch","['9992006923', '9998269624', '9999177926']"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-1","Jerrold Fritsch","['9992006923', '9998269624', '9999177926']"
"9995132226","PractitionerRole/vhdir-practitionerrole-9995132226-2","Jerrold Fritsch","['9992006923', '9998269624', '9999177926']"
"9996142504","PractitionerRole/vhdir-practitionerrole-9996142504-0","Valentine Swift","['9998962430', '9994723478', '9992607537']"
"9996142504","PractitionerRole/vhdir-practitionerrole-9996142504-1","Valentine Swift","['9998962430', '9994723478', '9992607537']"
"9996142504","PractitionerRole/vhdir-practitionerrole-9996142504-2","Valentine Swift","['9998962430', '9994723478', '9992607537']"
"9991697050","PractitionerRole/vhdir-practitionerrole-9991697050-0","Curt Quigley","['9995935572']"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-0","Gabriela Peres","['9994427431', '9995630533']"
"9994324309","PractitionerRole/vhdir-practitionerrole-9994324309-1","Gabriela Peres","['9994427431', '9995630533']"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-0","Elsa Dueñas","['9992006923', '9998269624']"
"9998567806","PractitionerRole/vhdir-practitionerrole-9998567806-1","Elsa Dueñas","['9992006923', '9998269624']"
"9995536369","PractitionerRole/vhdir-practitionerrole-9995536369-0","Claretha Toy","['9998269624']"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-0","Lynn Carroll","['9998962430', '9994723478', '9992607537']"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-1","Lynn Carroll","['9998962430', '9994723478', '9992607537']"
"9995637405","PractitionerRole/vhdir-practitionerrole-9995637405-2","Lynn Carroll","['9998962430', '9994723478', '9992607537']"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-0","Candelaria Hyatt","['9998269624', '9992006923', '9999177926']"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-1","Candelaria Hyatt","['9998269624', '9992006923', '9999177926']"
"9990889920","PractitionerRole/vhdir-practitionerrole-9990889920-2","Candelaria Hyatt","['9998269624', '9992006923', '9999177926']"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-0","Zenaida Schowalter","['9997659264', '9994427431', '9995630533']"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-1","Zenaida Schowalter","['9997659264', '9994427431', '9995630533']"
"9991091034","PractitionerRole/vhdir-practitionerrole-9991091034-2","Zenaida Schowalter","['9997659264', '9994427431', '9995630533']"
"9996243474","PractitionerRole/vhdir-practitionerrole-9996243474-0","Landon Ankunding","['9999177926']"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-0","Hector Murazik","['9997659264', '9994427431']"
"9994324390","PractitionerRole/vhdir-practitionerrole-9994324390-1","Hector Murazik","['9997659264', '9994427431']"
"9995435309","PractitionerRole/vhdir-practitionerrole-9995435309-0","Gary Ledner","['9992006923']"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-0","Timothy Greenholt","['9998269624', '9992006923', '9999177926']"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-1","Timothy Greenholt","['9998269624', '9992006923', '9999177926']"
"9994829233","PractitionerRole/vhdir-practitionerrole-9994829233-2","Timothy Greenholt","['9998269624', '9992006923', '9999177926']"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-0","Gale Breitenberg","['9998269624', '9992006923']"
"9997556504","PractitionerRole/vhdir-practitionerrole-9997556504-1","Gale Breitenberg","['9998269624', '9992006923']"
"9997556587","PractitionerRole/vhdir-practitionerrole-9997556587-0","Brent Wilderman","['9991396014']"
"9991798906","PractitionerRole/vhdir-practitionerrole-9991798906-0","Amalia Cervántez","['9998962430']"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-0","María Cristina Pérez","['9998269624', '9992006923']"
"9994920212","PractitionerRole/vhdir-practitionerrole-9994920212-1","María Cristina Pérez","['9998269624', '9992006923']"
"9997859515","PractitionerRole/vhdir-practitionerrole-9997859515-0","Spencer Dicki","['9998762106', '9996643294']"
"9997859515","PractitionerRole/vhdir-practitionerrole-9997859515-1","Spencer Dicki","['9998762106', '9996643294']"
"9992102019","PractitionerRole/vhdir-practitionerrole-9992102019-0","Janet Hoppe","['9992006923', '9998269624']"
"9992102019","PractitionerRole/vhdir-practitionerrole-9992102019-1","Janet Hoppe","['9992006923', '9998269624']"
"9999374734","PractitionerRole/vhdir-practitionerrole-9999374734-0","Gino Gulgowski","['9992006923', '9998269624']"
"9999374734","PractitionerRole/vhdir-practitionerrole-9999374734-1","Gino Gulgowski","['9992006923', '9998269624']"
"9998364653","PractitionerRole/vhdir-practitionerrole-9998364653-0","Myrna Olson","['9999177926', '9995338232', '9995131442']"
"9998364653","PractitionerRole/vhdir-practitionerrole-9998364653-1","Myrna Olson","['9999177926', '9995338232', '9995131442']"
"9998364653","PractitionerRole/vhdir-practitionerrole-9998364653-2","Myrna Olson","['9999177926', '9995338232', '9995131442']"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-0","Tristan Kris","['9998269624', '9992006923']"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-1","Tristan Kris","['9998269624', '9992006923']"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-0","Estela Jaime","['9999177926', '9995338232']"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-1","Estela Jaime","['9999177926', '9995338232']"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-0","George Eichmann","['9992006923', '9998269624']"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-1","George Eichmann","['9992006923', '9998269624']"
"9998869678","PractitionerRole/vhdir-practitionerrole-9998869678-0","Ralph Aufderhar","['9995131442']"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-0","Duane Feil","['9998269624', '9992006923', '9999177926']"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-1","Duane Feil","['9998269624', '9992006923', '9999177926']"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-2","Duane Feil","['9998269624', '9992006923', '9999177926']"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-0","Margarito Leannon","['9991692366', '9998062387']"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-1","Margarito Leannon","['9991692366', '9998062387']"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-0","Dino Wolff","['9999278250', '9995731321', '9990085657']"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-1","Dino Wolff","['9999278250', '9995731321', '9990085657']"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-2","Dino Wolff","['9999278250', '9995731321', '9990085657']"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-0","Carlo Boehm","['9992006923', '9998269624']"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-1","Carlo Boehm","['9992006923', '9998269624']"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-0","Catalina Villagómez","['9992307530', '9999774646']"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-1","Catalina Villagómez","['9992307530', '9999774646']"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-0","Derick Farrell","['9995935572', '9998962430', '9994723478']"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-1","Derick Farrell","['9995935572', '9998962430', '9994723478']"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-2","Derick Farrell","['9995935572', '9998962430', '9994723478']"
"9994526933","PractitionerRole/vhdir-practitionerrole-9994526933-0","Roosevelt White","['9992006923', '9998269624']"
"9994526933","PractitionerRole/vhdir-practitionerrole-9994526933-1","Roosevelt White","['9992006923', '9998269624']"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-0","Kristyn Robel","['9992006923', '9998269624', '9999177926']"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-1","Kristyn Robel","['9992006923', '9998269624', '9999177926']"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-2","Kristyn Robel","['9992006923', '9998269624', '9999177926']"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-0","Latesha Herman","['9995131442', '9996348148']"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-1","Latesha Herman","['9995131442', '9996348148']"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-0","Monroe Rogahn","['9990085657', '9994521488']"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-1","Monroe Rogahn","['9990085657', '9994521488']"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-0","Bobbie Dickens","['9995131442', '9996348148', '9995338232']"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-1","Bobbie Dickens","['9995131442', '9996348148', '9995338232']"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-2","Bobbie Dickens","['9995131442', '9996348148', '9995338232']"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-0","Armando Maldonado","['9996348148', '9995131442', '9995338232']"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-1","Armando Maldonado","['9996348148', '9995131442', '9995338232']"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-2","Armando Maldonado","['9996348148', '9995131442', '9995338232']"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-0","Esteban Miller","['9999177926', '9995338232', '9995131442']"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-1","Esteban Miller","['9999177926', '9995338232', '9995131442']"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-2","Esteban Miller","['9999177926', '9995338232', '9995131442']"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-0","Forrest Schaefer","['9999177926', '9995338232', '9995131442']"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-1","Forrest Schaefer","['9999177926', '9995338232', '9995131442']"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-2","Forrest Schaefer","['9999177926', '9995338232', '9995131442']"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-0","Francisco Ruiz","['9992006923']"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-0","Hernán Mendoza","['9992006923']"
"9990586539","PractitionerRole/vhdir-practitionerrole-9990586539-0","Kristle Lehner","['9999774646']"
"9996940166","PractitionerRole/vhdir-practitionerrole-9996940166-0","Rosemary Hauck","['9992006923']"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-0","Leisa Bruen","['9992006923', '9998269624']"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-1","Leisa Bruen","['9992006923', '9998269624']"
"9993617831","PractitionerRole/vhdir-practitionerrole-9993617831-0","Adela Daniel","['9992006923', '9998269624']"
"9993617831","PractitionerRole/vhdir-practitionerrole-9993617831-1","Adela Daniel","['9992006923', '9998269624']"
"9992203856","PractitionerRole/vhdir-practitionerrole-9992203856-0","Arlie Nicolas","['9991396014', '9990780047']"
"9992203856","PractitionerRole/vhdir-practitionerrole-9992203856-1","Arlie Nicolas","['9991396014', '9990780047']"
"9999970514","PractitionerRole/vhdir-practitionerrole-9999970514-0","Clemmie Halvorson","['9998269624', '9992006923']"
"9999970514","PractitionerRole/vhdir-practitionerrole-9999970514-1","Clemmie Halvorson","['9998269624', '9992006923']"
"9994223991","PractitionerRole/vhdir-practitionerrole-9994223991-0","Desiree Vandervort","['9992006923']"
"9997950254","PractitionerRole/vhdir-practitionerrole-9997950254-0","Ozzie Kohler","['9991692366']"
"9991495608","PractitionerRole/vhdir-practitionerrole-9991495608-0","Elsa Peres","['9992006923', '9998269624']"
"9991495608","PractitionerRole/vhdir-practitionerrole-9991495608-1","Elsa Peres","['9992006923', '9998269624']"
"9992708739","PractitionerRole/vhdir-practitionerrole-9992708739-0","Marcella Pouros","['9992006923', '9998269624']"
"9992708739","PractitionerRole/vhdir-practitionerrole-9992708739-1","Marcella Pouros","['9992006923', '9998269624']"
"9991798724","PractitionerRole/vhdir-practitionerrole-9991798724-0","Jonas Hackett","['9998962430']"
"9993415982","PractitionerRole/vhdir-practitionerrole-9993415982-0","Les Beer","['9992006923', '9998269624', '9999177926']"
"9993415982","PractitionerRole/vhdir-practitionerrole-9993415982-1","Les Beer","['9992006923', '9998269624', '9999177926']"
"9993415982","PractitionerRole/vhdir-practitionerrole-9993415982-2","Les Beer","['9992006923', '9998269624', '9999177926']"
"9994829076","PractitionerRole/vhdir-practitionerrole-9994829076-0","Tony Douglas","['9992006923', '9998269624', '9999177926']"
"9994829076","PractitionerRole/vhdir-practitionerrole-9994829076-1","Tony Douglas","['9992006923', '9998269624', '9999177926']"
"9994829076","PractitionerRole/vhdir-practitionerrole-9994829076-2","Tony Douglas","['9992006923', '9998269624', '9999177926']"
"9997455337","PractitionerRole/vhdir-practitionerrole-9997455337-0","Stevie Strosin","['9992607537', '9994723478']"
"9997455337","PractitionerRole/vhdir-practitionerrole-9997455337-1","Stevie Strosin","['9992607537', '9994723478']"
"9992809874","PractitionerRole/vhdir-practitionerrole-9992809874-0","Jovita O&apos;Kon","['9991692366', '9998062387']"
"9992809874","PractitionerRole/vhdir-practitionerrole-9992809874-1","Jovita O&apos;Kon","['9991692366', '9998062387']"
"9997657276","PractitionerRole/vhdir-practitionerrole-9997657276-0","Micaela Nazario","['9992006923']"
"9991596544","PractitionerRole/vhdir-practitionerrole-9991596544-0","Samuel DuBuque","['9992006923', '9998269624', '9999177926']"
"9991596544","PractitionerRole/vhdir-practitionerrole-9991596544-1","Samuel DuBuque","['9992006923', '9998269624', '9999177926']"
"9991596544","PractitionerRole/vhdir-practitionerrole-9991596544-2","Samuel DuBuque","['9992006923', '9998269624', '9999177926']"
"9992809676","PractitionerRole/vhdir-practitionerrole-9992809676-0","Anitra Hammes","['9997659264', '9994427431']"
"9992809676","PractitionerRole/vhdir-practitionerrole-9992809676-1","Anitra Hammes","['9997659264', '9994427431']"
"9998162508","PractitionerRole/vhdir-practitionerrole-9998162508-0","Micah Botsford","['9990085657', '9994521488', '9999278250']"
"9998162508","PractitionerRole/vhdir-practitionerrole-9998162508-1","Micah Botsford","['9990085657', '9994521488', '9999278250']"
"9998162508","PractitionerRole/vhdir-practitionerrole-9998162508-2","Micah Botsford","['9990085657', '9994521488', '9999278250']"
"9990889771","PractitionerRole/vhdir-practitionerrole-9990889771-0","Rubén Méndez","['9999177926']"
"9994122104","PractitionerRole/vhdir-practitionerrole-9994122104-0","Shawn Hegmann","['9999177926', '9995338232', '9995131442']"
"9994122104","PractitionerRole/vhdir-practitionerrole-9994122104-1","Shawn Hegmann","['9999177926', '9995338232', '9995131442']"
"9994122104","PractitionerRole/vhdir-practitionerrole-9994122104-2","Shawn Hegmann","['9999177926', '9995338232', '9995131442']"
"9998566543","PractitionerRole/vhdir-practitionerrole-9998566543-0","Stuart Conn","['9992006923', '9998269624', '9999177926']"
"9998566543","PractitionerRole/vhdir-practitionerrole-9998566543-1","Stuart Conn","['9992006923', '9998269624', '9999177926']"
"9998566543","PractitionerRole/vhdir-practitionerrole-9998566543-2","Stuart Conn","['9992006923', '9998269624', '9999177926']"
"9995839271","PractitionerRole/vhdir-practitionerrole-9995839271-0","Sergio Mares","['9996348148', '9995131442', '9995338232']"
"9995839271","PractitionerRole/vhdir-practitionerrole-9995839271-1","Sergio Mares","['9996348148', '9995131442', '9995338232']"
"9995839271","PractitionerRole/vhdir-practitionerrole-9995839271-2","Sergio Mares","['9996348148', '9995131442', '9995338232']"
"9993516969","PractitionerRole/vhdir-practitionerrole-9993516969-0","Randy Schulist","['9992006923', '9998269624']"
"9993516969","PractitionerRole/vhdir-practitionerrole-9993516969-1","Randy Schulist","['9992006923', '9998269624']"
"9995031115","PractitionerRole/vhdir-practitionerrole-9995031115-0","Marlon Adams","['9992006923', '9998269624', '9999177926']"
"9995031115","PractitionerRole/vhdir-practitionerrole-9995031115-1","Marlon Adams","['9992006923', '9998269624', '9999177926']"
"9995031115","PractitionerRole/vhdir-practitionerrole-9995031115-2","Marlon Adams","['9992006923', '9998269624', '9999177926']"
"9993819871","PractitionerRole/vhdir-practitionerrole-9993819871-0","Rosana Wisozk","['9992006923', '9998269624']"
"9993819871","PractitionerRole/vhdir-practitionerrole-9993819871-1","Rosana Wisozk","['9992006923', '9998269624']"
"9991990682","PractitionerRole/vhdir-practitionerrole-9991990682-0","Juan Peña","['9990789741', '9997552602', '9999774646']"
"9991990682","PractitionerRole/vhdir-practitionerrole-9991990682-1","Juan Peña","['9990789741', '9997552602', '9999774646']"
"9991990682","PractitionerRole/vhdir-practitionerrole-9991990682-2","Juan Peña","['9990789741', '9997552602', '9999774646']"
"9994223033","PractitionerRole/vhdir-practitionerrole-9994223033-0","Herschel Nader","['9992006923']"
"9993718876","PractitionerRole/vhdir-practitionerrole-9993718876-0","Karon Huel","['9992006923', '9998269624']"
"9993718876","PractitionerRole/vhdir-practitionerrole-9993718876-1","Karon Huel","['9992006923', '9998269624']"
"9999879485","PractitionerRole/vhdir-practitionerrole-9999879485-0","Contessa Ratke","['9992006923']"
"9990889482","PractitionerRole/vhdir-practitionerrole-9990889482-0","Trina Kutch","['9998863986']"
"9993011780","PractitionerRole/vhdir-practitionerrole-9993011780-0","Elijah Lakin","['9999177926']"
"9998364521","PractitionerRole/vhdir-practitionerrole-9998364521-0","Estela Ávalos","['9995935572']"
"9995637256","PractitionerRole/vhdir-practitionerrole-9995637256-0","Debora Reichert","['9990085657']"
"9997354425","PractitionerRole/vhdir-practitionerrole-9997354425-0","Kattie Koelpin","['9991692366', '9998062387']"
"9997354425","PractitionerRole/vhdir-practitionerrole-9997354425-1","Kattie Koelpin","['9991692366', '9998062387']"
"9998465532","PractitionerRole/vhdir-practitionerrole-9998465532-0","Alvin Lynch","['9999177926', '9995338232']"
"9998465532","PractitionerRole/vhdir-practitionerrole-9998465532-1","Alvin Lynch","['9999177926', '9995338232']"
"9993213812","PractitionerRole/vhdir-practitionerrole-9993213812-0","Ester Granados","['9997552602']"
"9991293602","PractitionerRole/vhdir-practitionerrole-9991293602-0","Danika Frami","['9992006923']"
"9996546168","PractitionerRole/vhdir-practitionerrole-9996546168-0","Danna Dibbert","['9992006923', '9998269624', '9999177926']"
"9996546168","PractitionerRole/vhdir-practitionerrole-9996546168-1","Danna Dibbert","['9992006923', '9998269624', '9999177926']"
"9996546168","PractitionerRole/vhdir-practitionerrole-9996546168-2","Danna Dibbert","['9992006923', '9998269624', '9999177926']"
"9990182791","PractitionerRole/vhdir-practitionerrole-9990182791-0","Mavis Johnston","['9990789741', '9996245255']"
"9990182791","PractitionerRole/vhdir-practitionerrole-9990182791-1","Mavis Johnston","['9990789741', '9996245255']"
"9992900879","PractitionerRole/vhdir-practitionerrole-9992900879-0","Zina Bahringer","['9990085657', '9994521488']"
"9992900879","PractitionerRole/vhdir-practitionerrole-9992900879-1","Zina Bahringer","['9990085657', '9994521488']"
"9997051374","PractitionerRole/vhdir-practitionerrole-9997051374-0","Myron Hegmann","['9997659264', '9994427431', '9995630533']"
"9997051374","PractitionerRole/vhdir-practitionerrole-9997051374-1","Myron Hegmann","['9997659264', '9994427431', '9995630533']"
"9997051374","PractitionerRole/vhdir-practitionerrole-9997051374-2","Myron Hegmann","['9997659264', '9994427431', '9995630533']"
"9999879543","PractitionerRole/vhdir-practitionerrole-9999879543-0","Cyril King","['9995131442']"
"9997051366","PractitionerRole/vhdir-practitionerrole-9997051366-0","Pablo Balistreri","['9991892344', '9998864828']"
"9997051366","PractitionerRole/vhdir-practitionerrole-9997051366-1","Pablo Balistreri","['9991892344', '9998864828']"
"9998869439","PractitionerRole/vhdir-practitionerrole-9998869439-0","Berna Daugherty","['9997659264', '9994427431', '9995630533']"
"9998869439","PractitionerRole/vhdir-practitionerrole-9998869439-1","Berna Daugherty","['9997659264', '9994427431', '9995630533']"
"9998869439","PractitionerRole/vhdir-practitionerrole-9998869439-2","Berna Daugherty","['9997659264', '9994427431', '9995630533']"
"9993213978","PractitionerRole/vhdir-practitionerrole-9993213978-0","Steve Nicolas","['9992006923', '9998269624', '9999177926']"
"9993213978","PractitionerRole/vhdir-practitionerrole-9993213978-1","Steve Nicolas","['9992006923', '9998269624', '9999177926']"
"9993213978","PractitionerRole/vhdir-practitionerrole-9993213978-2","Steve Nicolas","['9992006923', '9998269624', '9999177926']"
"9994021183","PractitionerRole/vhdir-practitionerrole-9994021183-0","Clair Cassin","['9995131442', '9996348148']"
"9994021183","PractitionerRole/vhdir-practitionerrole-9994021183-1","Clair Cassin","['9995131442', '9996348148']"
"9995334116","PractitionerRole/vhdir-practitionerrole-9995334116-0","Aurelio Kuhlman","['9997659264', '9994427431']"
"9995334116","PractitionerRole/vhdir-practitionerrole-9995334116-1","Aurelio Kuhlman","['9997659264', '9994427431']"
"9998566428","PractitionerRole/vhdir-practitionerrole-9998566428-0","Esteban Villanueva","['9999972445', '9994126865', '9991095779']"
"9998566428","PractitionerRole/vhdir-practitionerrole-9998566428-1","Esteban Villanueva","['9999972445', '9994126865', '9991095779']"
"9998566428","PractitionerRole/vhdir-practitionerrole-9998566428-2","Esteban Villanueva","['9999972445', '9994126865', '9991095779']"
"9998263494","PractitionerRole/vhdir-practitionerrole-9998263494-0","Donnell Goldner","['9998762106', '9996643294', '9990188327']"
"9998263494","PractitionerRole/vhdir-practitionerrole-9998263494-1","Donnell Goldner","['9998762106', '9996643294', '9990188327']"
"9998263494","PractitionerRole/vhdir-practitionerrole-9998263494-2","Donnell Goldner","['9998762106', '9996643294', '9990188327']"
"9997253422","PractitionerRole/vhdir-practitionerrole-9997253422-0","Marta Juárez","['9999177926', '9995338232', '9995131442']"
"9997253422","PractitionerRole/vhdir-practitionerrole-9997253422-1","Marta Juárez","['9999177926', '9995338232', '9995131442']"
"9997253422","PractitionerRole/vhdir-practitionerrole-9997253422-2","Marta Juárez","['9999177926', '9995338232', '9995131442']"
"9997950494","PractitionerRole/vhdir-practitionerrole-9997950494-0","Merrill Robel","['9999177926', '9995338232']"
"9997950494","PractitionerRole/vhdir-practitionerrole-9997950494-1","Merrill Robel","['9999177926', '9995338232']"
