"NPI","Resource ID","Name","References List"
"9998364653","PractitionerRole/vhdir-practitionerrole-9998364653-4","Mandi Kautzer","HPID050000"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-0","Mel Block","9998269624"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-1","Mel Block","9992006923"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-2","Mel Block","9999177926"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-3","Mel Block","HPID050000"
"9990081110","PractitionerRole/vhdir-practitionerrole-9990081110-4","Mel Block","HPID040000"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-0","Velma Ferry","9999177926"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-1","Velma Ferry","9995338232"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-2","Velma Ferry","9995131442"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-3","Velma Ferry","HPID040000"
"9993617161","PractitionerRole/vhdir-practitionerrole-9993617161-4","Velma Ferry","HPID050000"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-0","Grady Hand","9992006923"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-1","Grady Hand","9998269624"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-2","Grady Hand","9999177926"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-3","Grady Hand","HPID060000"
"9992607057","PractitionerRole/vhdir-practitionerrole-9992607057-4","Grady Hand","HPID040000"
"9998869678","PractitionerRole/vhdir-practitionerrole-9998869678-0","Joaquín Tello","9995131442"
"9998869678","PractitionerRole/vhdir-practitionerrole-9998869678-1","Joaquín Tello","9995338232"
"9998869678","PractitionerRole/vhdir-practitionerrole-9998869678-2","Joaquín Tello","HPID050000"
"9998869678","PractitionerRole/vhdir-practitionerrole-9998869678-3","Joaquín Tello","HPID060000"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-0","Guy Glover","9998269624"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-1","Guy Glover","9992006923"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-2","Guy Glover","9999177926"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-3","Guy Glover","HPID060000"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-4","Guy Glover","HPID040000"
"9990788859","PractitionerRole/vhdir-practitionerrole-9990788859-5","Guy Glover","HPID050000"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-0","Barney Kutch","9991692366"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-1","Barney Kutch","9998062387"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-2","Barney Kutch","HPID020000"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-3","Barney Kutch","HPID030000"
"9996748463","PractitionerRole/vhdir-practitionerrole-9996748463-4","Barney Kutch","HPID010000"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-0","Raymundo Ritchie","9999278250"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-1","Raymundo Ritchie","9995731321"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-2","Raymundo Ritchie","9990085657"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-3","Raymundo Ritchie","HPID080000"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-4","Raymundo Ritchie","HPID070000"
"9998364604","PractitionerRole/vhdir-practitionerrole-9998364604-5","Raymundo Ritchie","HPID090000"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-0","Williams Fritsch","9992006923"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-1","Williams Fritsch","9998269624"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-2","Williams Fritsch","HPID050000"
"9992102803","PractitionerRole/vhdir-practitionerrole-9992102803-3","Williams Fritsch","HPID040000"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-0","Dean Konopelski","9992307530"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-1","Dean Konopelski","9999774646"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-2","Dean Konopelski","HPID030000"
"9992809767","PractitionerRole/vhdir-practitionerrole-9992809767-3","Dean Konopelski","HPID020000"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-0","Gerardo Mayer","9995935572"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-1","Gerardo Mayer","HPID030000"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-2","Gerardo Mayer","HPID010000"
"9995435028","PractitionerRole/vhdir-practitionerrole-9995435028-3","Gerardo Mayer","HPID020000"
"9994526933","PractitionerRole/vhdir-practitionerrole-9994526933-0","Gerardo Ojeda","9992006923"
"9994526933","PractitionerRole/vhdir-practitionerrole-9994526933-1","Gerardo Ojeda","HPID040000"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-0","Lavera Balistreri","9992006923"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-1","Lavera Balistreri","HPID040000"
"9995132093","PractitionerRole/vhdir-practitionerrole-9995132093-2","Lavera Balistreri","HPID050000"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-0","Ramonita Balistreri","9995131442"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-1","Ramonita Balistreri","9996348148"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-2","Ramonita Balistreri","HPID050000"
"9997152360","PractitionerRole/vhdir-practitionerrole-9997152360-3","Ramonita Balistreri","HPID060000"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-0","Tuan Lind","9990085657"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-1","Tuan Lind","9994521488"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-2","Tuan Lind","9999278250"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-3","Tuan Lind","HPID090000"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-4","Tuan Lind","HPID070000"
"9992203690","PractitionerRole/vhdir-practitionerrole-9992203690-5","Tuan Lind","HPID080000"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-0","Lynwood Cassin","9995131442"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-1","Lynwood Cassin","9996348148"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-2","Lynwood Cassin","9995338232"
"9994425070","PractitionerRole/vhdir-practitionerrole-9994425070-3","Lynwood Cassin","HPID060000"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-0","Ernesto Cornejo","9996348148"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-1","Ernesto Cornejo","HPID050000"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-2","Ernesto Cornejo","HPID040000"
"9999879519","PractitionerRole/vhdir-practitionerrole-9999879519-3","Ernesto Cornejo","HPID060000"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-0","August Bradtke","9999177926"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-1","August Bradtke","9995338232"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-2","August Bradtke","9995131442"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-3","August Bradtke","HPID040000"
"9998364307","PractitionerRole/vhdir-practitionerrole-9998364307-4","August Bradtke","HPID060000"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-0","Francisco Watsica","9999177926"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-1","Francisco Watsica","9995338232"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-2","Francisco Watsica","9995131442"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-3","Francisco Watsica","HPID050000"
"9991192723","PractitionerRole/vhdir-practitionerrole-9991192723-4","Francisco Watsica","HPID040000"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-0","Everette Leuschke","9992006923"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-1","Everette Leuschke","9998269624"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-2","Everette Leuschke","9999177926"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-3","Everette Leuschke","HPID040000"
"9993617963","PractitionerRole/vhdir-practitionerrole-9993617963-4","Everette Leuschke","HPID060000"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-0","Doug Lynch","9992006923"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-1","Doug Lynch","9998269624"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-2","Doug Lynch","HPID050000"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-3","Doug Lynch","HPID040000"
"9990283621","PractitionerRole/vhdir-practitionerrole-9990283621-4","Doug Lynch","HPID060000"
"9990586539","PractitionerRole/vhdir-practitionerrole-9990586539-0","Sang Conn","9999774646"
"9990586539","PractitionerRole/vhdir-practitionerrole-9990586539-1","Sang Conn","9992307530"
"9990586539","PractitionerRole/vhdir-practitionerrole-9990586539-2","Sang Conn","HPID020000"
"9996940166","PractitionerRole/vhdir-practitionerrole-9996940166-0","Reina Núñez","9992006923"
"9996940166","PractitionerRole/vhdir-practitionerrole-9996940166-1","Reina Núñez","HPID060000"
"9996940166","PractitionerRole/vhdir-practitionerrole-9996940166-2","Reina Núñez","HPID050000"
"9996940166","PractitionerRole/vhdir-practitionerrole-9996940166-3","Reina Núñez","HPID040000"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-0","Breann Friesen","9992006923"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-1","Breann Friesen","9998269624"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-2","Breann Friesen","9999177926"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-3","Breann Friesen","HPID050000"
"9991495681","PractitionerRole/vhdir-practitionerrole-9991495681-4","Breann Friesen","HPID040000"
"9993617831","PractitionerRole/vhdir-practitionerrole-9993617831-0","Francine Runolfsdottir","9992006923"
