"NPI","Resource ID","Name","References List"
"9992607537","HealthcareService/vhdir-preventive-medicine-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Preventive Medicine Service"
"9992607537","HealthcareService/vhdir-psychiatry-and-neurology-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Psychiatry And Neurology Service"
"9992607537","HealthcareService/vhdir-public-health-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Public Health Service"
"9992607537","HealthcareService/vhdir-radiology-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Radiology Service"
"9992607537","HealthcareService/vhdir-respiratory-therapy-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Respiratory Therapy Service"
"9992607537","HealthcareService/vhdir-sports-medicine-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Sports Medicine Service"
"9992607537","HealthcareService/vhdir-surgery-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Surgery Service"
"9992607537","HealthcareService/vhdir-urology-healthcareservice-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. Urology Service"
"9995131442","HealthcareService/vhdir-administration-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Administration Service"
"9995131442","HealthcareService/vhdir-allergy-and-immunology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Allergy And Immunology Service"
"9995131442","HealthcareService/vhdir-anesthesiology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Anesthesiology Service"
"9995131442","HealthcareService/vhdir-audiology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Audiology Service"
"9995131442","HealthcareService/vhdir-case-management-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Case Management Service"
"9995131442","HealthcareService/vhdir-chiroquackery-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Chiroquackery Service"
"9995131442","HealthcareService/vhdir-community-health-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Community Health Service"
"9995131442","HealthcareService/vhdir-continuing-education-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Continuing Education Service"
"9995131442","HealthcareService/vhdir-counseling-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Counseling Service"
"9995131442","HealthcareService/vhdir-dentistry-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Dentistry Service"
"9995131442","HealthcareService/vhdir-dermatology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Dermatology Service"
"9995131442","HealthcareService/vhdir-emergency-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Emergency Medicine Service"
"9995131442","HealthcareService/vhdir-emergency-response-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Emergency Response Service"
"9995131442","HealthcareService/vhdir-family-health-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Family Health Service"
"9995131442","HealthcareService/vhdir-family-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Family Medicine Service"
"9995131442","HealthcareService/vhdir-general-practice-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. General Practice Service"
"9995131442","HealthcareService/vhdir-genetics-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Genetics Service"
"9995131442","HealthcareService/vhdir-home-health-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Home Health Service"
"9995131442","HealthcareService/vhdir-hospice-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Hospice Service"
"9995131442","HealthcareService/vhdir-hospitalist-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Hospitalist Service"
"9995131442","HealthcareService/vhdir-immunology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Immunology Service"
"9995131442","HealthcareService/vhdir-internal-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Internal Medicine Service"
"9995131442","HealthcareService/vhdir-internal-medicine--healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Internal Medicine  Service"
"9995131442","HealthcareService/vhdir-medical-genetics-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Medical Genetics Service"
"9995131442","HealthcareService/vhdir-miscellaneous-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Miscellaneous Service"
"9995131442","HealthcareService/vhdir-neurological-surgery-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Neurological Surgery Service"
"9995131442","HealthcareService/vhdir-nuclear-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Nuclear Medicine Service"
"9995131442","HealthcareService/vhdir-nutrition-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Nutrition Service"
"9995131442","HealthcareService/vhdir-obstetrics-and-gynecology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Obstetrics And Gynecology Service"
"9995131442","HealthcareService/vhdir-occupational-health-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Occupational Health Service"
"9995131442","HealthcareService/vhdir-ophthalmology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Ophthalmology Service"
"9995131442","HealthcareService/vhdir-org-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Org Service"
"9995131442","HealthcareService/vhdir-orthopaedic-surgery-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Orthopaedic Surgery Service"
"9995131442","HealthcareService/vhdir-otolaryngology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Otolaryngology Service"
"9995131442","HealthcareService/vhdir-pathology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Pathology Service"
"9995131442","HealthcareService/vhdir-pediatrics-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Pediatrics Service"
"9995131442","HealthcareService/vhdir-pharmacy-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Pharmacy Service"
"9995131442","HealthcareService/vhdir-phlebotomy-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Phlebotomy Service"
"9995131442","HealthcareService/vhdir-physical-medicine-and-rehab-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Physical Medicine And Rehabilitation Service"
"9995131442","HealthcareService/vhdir-plastic-surgery-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Plastic Surgery Service"
"9995131442","HealthcareService/vhdir-podiatry-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Podiatry Service"
"9995131442","HealthcareService/vhdir-preventive-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Preventive Medicine Service"
"9995131442","HealthcareService/vhdir-psychiatry-and-neurology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Psychiatry And Neurology Service"
"9995131442","HealthcareService/vhdir-public-health-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Public Health Service"
"9995131442","HealthcareService/vhdir-radiology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Radiology Service"
"9995131442","HealthcareService/vhdir-respiratory-therapy-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Respiratory Therapy Service"
"9995131442","HealthcareService/vhdir-sports-medicine-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Sports Medicine Service"
"9995131442","HealthcareService/vhdir-surgery-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Surgery Service"
"9995131442","HealthcareService/vhdir-urology-healthcareservice-9995131442","VASSAR HEALTH CONNECTICUT, INC. Urology Service"
"9990789741","HealthcareService/vhdir-administration-healthcareservice-9990789741","EYE ASSOCIATES PC Administration Service"
"9990789741","HealthcareService/vhdir-allergy-and-immunology-healthcareservice-9990789741","EYE ASSOCIATES PC Allergy And Immunology Service"
"9990789741","HealthcareService/vhdir-anesthesiology-healthcareservice-9990789741","EYE ASSOCIATES PC Anesthesiology Service"
"9990789741","HealthcareService/vhdir-audiology-healthcareservice-9990789741","EYE ASSOCIATES PC Audiology Service"
"9990789741","HealthcareService/vhdir-case-management-healthcareservice-9990789741","EYE ASSOCIATES PC Case Management Service"
"9990789741","HealthcareService/vhdir-chiroquackery-healthcareservice-9990789741","EYE ASSOCIATES PC Chiroquackery Service"
"9990789741","HealthcareService/vhdir-community-health-healthcareservice-9990789741","EYE ASSOCIATES PC Community Health Service"
"9990789741","HealthcareService/vhdir-continuing-education-healthcareservice-9990789741","EYE ASSOCIATES PC Continuing Education Service"
"9990789741","HealthcareService/vhdir-counseling-healthcareservice-9990789741","EYE ASSOCIATES PC Counseling Service"
"9990789741","HealthcareService/vhdir-dentistry-healthcareservice-9990789741","EYE ASSOCIATES PC Dentistry Service"
"9990789741","HealthcareService/vhdir-dermatology-healthcareservice-9990789741","EYE ASSOCIATES PC Dermatology Service"
"9990789741","HealthcareService/vhdir-emergency-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Emergency Medicine Service"
"9990789741","HealthcareService/vhdir-emergency-response-healthcareservice-9990789741","EYE ASSOCIATES PC Emergency Response Service"
"9990789741","HealthcareService/vhdir-family-health-healthcareservice-9990789741","EYE ASSOCIATES PC Family Health Service"
"9990789741","HealthcareService/vhdir-family-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Family Medicine Service"
"9990789741","HealthcareService/vhdir-general-practice-healthcareservice-9990789741","EYE ASSOCIATES PC General Practice Service"
"9990789741","HealthcareService/vhdir-genetics-healthcareservice-9990789741","EYE ASSOCIATES PC Genetics Service"
"9990789741","HealthcareService/vhdir-home-health-healthcareservice-9990789741","EYE ASSOCIATES PC Home Health Service"
"9990789741","HealthcareService/vhdir-hospice-healthcareservice-9990789741","EYE ASSOCIATES PC Hospice Service"
"9990789741","HealthcareService/vhdir-hospitalist-healthcareservice-9990789741","EYE ASSOCIATES PC Hospitalist Service"
"9990789741","HealthcareService/vhdir-immunology-healthcareservice-9990789741","EYE ASSOCIATES PC Immunology Service"
"9990789741","HealthcareService/vhdir-internal-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Internal Medicine Service"
"9990789741","HealthcareService/vhdir-internal-medicine--healthcareservice-9990789741","EYE ASSOCIATES PC Internal Medicine  Service"
"9990789741","HealthcareService/vhdir-medical-genetics-healthcareservice-9990789741","EYE ASSOCIATES PC Medical Genetics Service"
"9990789741","HealthcareService/vhdir-miscellaneous-healthcareservice-9990789741","EYE ASSOCIATES PC Miscellaneous Service"
"9990789741","HealthcareService/vhdir-neurological-surgery-healthcareservice-9990789741","EYE ASSOCIATES PC Neurological Surgery Service"
"9990789741","HealthcareService/vhdir-nuclear-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Nuclear Medicine Service"
"9990789741","HealthcareService/vhdir-nutrition-healthcareservice-9990789741","EYE ASSOCIATES PC Nutrition Service"
"9990789741","HealthcareService/vhdir-obstetrics-and-gynecology-healthcareservice-9990789741","EYE ASSOCIATES PC Obstetrics And Gynecology Service"
"9990789741","HealthcareService/vhdir-occupational-health-healthcareservice-9990789741","EYE ASSOCIATES PC Occupational Health Service"
"9990789741","HealthcareService/vhdir-ophthalmology-healthcareservice-9990789741","EYE ASSOCIATES PC Ophthalmology Service"
"9990789741","HealthcareService/vhdir-org-healthcareservice-9990789741","EYE ASSOCIATES PC Org Service"
"9990789741","HealthcareService/vhdir-orthopaedic-surgery-healthcareservice-9990789741","EYE ASSOCIATES PC Orthopaedic Surgery Service"
"9990789741","HealthcareService/vhdir-otolaryngology-healthcareservice-9990789741","EYE ASSOCIATES PC Otolaryngology Service"
"9990789741","HealthcareService/vhdir-pathology-healthcareservice-9990789741","EYE ASSOCIATES PC Pathology Service"
"9990789741","HealthcareService/vhdir-pediatrics-healthcareservice-9990789741","EYE ASSOCIATES PC Pediatrics Service"
"9990789741","HealthcareService/vhdir-pharmacy-healthcareservice-9990789741","EYE ASSOCIATES PC Pharmacy Service"
"9990789741","HealthcareService/vhdir-phlebotomy-healthcareservice-9990789741","EYE ASSOCIATES PC Phlebotomy Service"
"9990789741","HealthcareService/vhdir-physical-medicine-and-rehab-healthcareservice-9990789741","EYE ASSOCIATES PC Physical Medicine And Rehabilitation Service"
"9990789741","HealthcareService/vhdir-plastic-surgery-healthcareservice-9990789741","EYE ASSOCIATES PC Plastic Surgery Service"
"9990789741","HealthcareService/vhdir-podiatry-healthcareservice-9990789741","EYE ASSOCIATES PC Podiatry Service"
"9990789741","HealthcareService/vhdir-preventive-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Preventive Medicine Service"
"9990789741","HealthcareService/vhdir-psychiatry-and-neurology-healthcareservice-9990789741","EYE ASSOCIATES PC Psychiatry And Neurology Service"
"9990789741","HealthcareService/vhdir-public-health-healthcareservice-9990789741","EYE ASSOCIATES PC Public Health Service"
"9990789741","HealthcareService/vhdir-radiology-healthcareservice-9990789741","EYE ASSOCIATES PC Radiology Service"
"9990789741","HealthcareService/vhdir-respiratory-therapy-healthcareservice-9990789741","EYE ASSOCIATES PC Respiratory Therapy Service"
"9990789741","HealthcareService/vhdir-sports-medicine-healthcareservice-9990789741","EYE ASSOCIATES PC Sports Medicine Service"
"9990789741","HealthcareService/vhdir-surgery-healthcareservice-9990789741","EYE ASSOCIATES PC Surgery Service"
"9990789741","HealthcareService/vhdir-urology-healthcareservice-9990789741","EYE ASSOCIATES PC Urology Service"
"9998062387","HealthcareService/vhdir-administration-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Administration Service"
"9998062387","HealthcareService/vhdir-allergy-and-immunology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Allergy And Immunology Service"
"9998062387","HealthcareService/vhdir-anesthesiology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Anesthesiology Service"
"9998062387","HealthcareService/vhdir-audiology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Audiology Service"
"9998062387","HealthcareService/vhdir-case-management-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Case Management Service"
"9998062387","HealthcareService/vhdir-chiroquackery-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Chiroquackery Service"
"9998062387","HealthcareService/vhdir-community-health-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Community Health Service"
"9998062387","HealthcareService/vhdir-continuing-education-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Continuing Education Service"
"9998062387","HealthcareService/vhdir-counseling-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Counseling Service"
"9998062387","HealthcareService/vhdir-dentistry-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Dentistry Service"
"9998062387","HealthcareService/vhdir-dermatology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Dermatology Service"
"9998062387","HealthcareService/vhdir-emergency-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Emergency Medicine Service"
"9998062387","HealthcareService/vhdir-emergency-response-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Emergency Response Service"
"9998062387","HealthcareService/vhdir-family-health-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Family Health Service"
"9998062387","HealthcareService/vhdir-family-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Family Medicine Service"
"9998062387","HealthcareService/vhdir-general-practice-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. General Practice Service"
"9998062387","HealthcareService/vhdir-genetics-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Genetics Service"
"9998062387","HealthcareService/vhdir-home-health-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Home Health Service"
"9998062387","HealthcareService/vhdir-hospice-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Hospice Service"
"9998062387","HealthcareService/vhdir-hospitalist-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Hospitalist Service"
"9998062387","HealthcareService/vhdir-immunology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Immunology Service"
"9998062387","HealthcareService/vhdir-internal-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Internal Medicine Service"
"9998062387","HealthcareService/vhdir-internal-medicine--healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Internal Medicine  Service"
"9998062387","HealthcareService/vhdir-medical-genetics-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Medical Genetics Service"
"9998062387","HealthcareService/vhdir-miscellaneous-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Miscellaneous Service"
"9998062387","HealthcareService/vhdir-neurological-surgery-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Neurological Surgery Service"
"9998062387","HealthcareService/vhdir-nuclear-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Nuclear Medicine Service"
"9998062387","HealthcareService/vhdir-nutrition-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Nutrition Service"
"9998062387","HealthcareService/vhdir-obstetrics-and-gynecology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Obstetrics And Gynecology Service"
"9998062387","HealthcareService/vhdir-occupational-health-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Occupational Health Service"
"9998062387","HealthcareService/vhdir-ophthalmology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Ophthalmology Service"
"9998062387","HealthcareService/vhdir-org-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Org Service"
"9998062387","HealthcareService/vhdir-orthopaedic-surgery-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Orthopaedic Surgery Service"
"9998062387","HealthcareService/vhdir-otolaryngology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Otolaryngology Service"
"9998062387","HealthcareService/vhdir-pathology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Pathology Service"
"9998062387","HealthcareService/vhdir-pediatrics-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Pediatrics Service"
"9998062387","HealthcareService/vhdir-pharmacy-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Pharmacy Service"
"9998062387","HealthcareService/vhdir-phlebotomy-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Phlebotomy Service"
"9998062387","HealthcareService/vhdir-physical-medicine-and-rehab-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Physical Medicine And Rehabilitation Service"
"9998062387","HealthcareService/vhdir-plastic-surgery-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Plastic Surgery Service"
"9998062387","HealthcareService/vhdir-podiatry-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Podiatry Service"
"9998062387","HealthcareService/vhdir-preventive-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Preventive Medicine Service"
"9998062387","HealthcareService/vhdir-psychiatry-and-neurology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Psychiatry And Neurology Service"
"9998062387","HealthcareService/vhdir-public-health-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Public Health Service"
"9998062387","HealthcareService/vhdir-radiology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Radiology Service"
"9998062387","HealthcareService/vhdir-respiratory-therapy-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Respiratory Therapy Service"
"9998062387","HealthcareService/vhdir-sports-medicine-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Sports Medicine Service"
"9998062387","HealthcareService/vhdir-surgery-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Surgery Service"
"9998062387","HealthcareService/vhdir-urology-healthcareservice-9998062387","DEUTSCHES ALTENHEIM INC. Urology Service"
"9990780047","HealthcareService/vhdir-administration-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Administration Service"
"9990780047","HealthcareService/vhdir-allergy-and-immunology-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Allergy And Immunology Service"
"9990780047","HealthcareService/vhdir-anesthesiology-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Anesthesiology Service"
"9990780047","HealthcareService/vhdir-audiology-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Audiology Service"
"9990780047","HealthcareService/vhdir-case-management-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Case Management Service"
"9990780047","HealthcareService/vhdir-chiroquackery-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Chiroquackery Service"
"9990780047","HealthcareService/vhdir-community-health-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Community Health Service"
"9990780047","HealthcareService/vhdir-continuing-education-healthcareservice-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC. Continuing Education Service"
